Brand,Year,UsedOrNew,Transmission,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineVolume,ExtCol,State,DriveFront,DriveRear
Toyota,2021.0,USED,Automatic,Diesel,8.0,57975.0,4.0,Ute / Tray,4.0,5.0,59986.0,2.8,White ,NSW,True,True
GWM,2023.0,NEW,Automatic,,5.0,11.0,4.0,SUV,4.0,5.0,37485.0,1.5,Blue ,NSW,True,False
Mazda,2018.0,USED,Automatic,Unleaded,7.5,7289.0,4.0,SUV,4.0,5.0,38990.0,2.5,White ,NSW,True,True
Hyundai,2017.0,USED,Automatic,Diesel,7.8,141432.0,4.0,SUV,4.0,7.0,26990.0,2.2,White ,NSW,True,True
Volkswagen,2021.0,USED,Automatic,Premium,7.8,13220.0,4.0,Hatchback,5.0,5.0,72998.0,2.0,White ,NSW,True,True
Mitsubishi,2013.0,USED,Automatic,Diesel,9.9,303937.0,4.0,Ute / Tray,4.0,5.0,13990.0,2.5,Silver ,NSW,True,True
Kia,2016.0,USED,Automatic,Unleaded,7.9,99301.0,4.0,SUV,4.0,5.0,24850.0,2.0,White ,NSW,True,False
Mitsubishi,2018.0,USED,Automatic,Unleaded,7.3,83838.0,4.0,SUV,4.0,5.0,31990.0,1.5,Grey ,NSW,True,False
Holden,2014.0,USED,Manual,Premium,11.8,54858.0,8.0,Sedan,4.0,5.0,49888.0,6.0,Red ,VIC,False,True
Volvo,2017.0,USED,Automatic,Premium,6.4,85417.0,4.0,Sedan,4.0,5.0,26890.0,2.0,Blue ,NSW,True,False
Cupra,2022.0,USED,Automatic,Premium,7.7,1000.0,4.0,SUV,4.0,5.0,67990.0,2.0,Grey ,NSW,True,True
Nissan,2019.0,USED,Automatic,Premium,9.9,46615.0,6.0,SUV,4.0,7.0,29800.0,3.5,Red ,NSW,True,False
Mitsubishi,2020.0,USED,Automatic,Unleaded,7.6,64002.0,4.0,SUV,4.0,5.0,31990.0,2.0,Grey ,NSW,True,False
Toyota,2019.0,USED,Automatic,Diesel,8.5,79979.0,4.0,Ute / Tray,4.0,5.0,63990.0,2.8,Silver ,NSW,True,True
Jeep,2022.0,NEW,Automatic,Unleaded,12.4,,6.0,Ute / Tray,4.0,5.0,90880.0,3.6,Silver ,NSW,True,True
Subaru,2014.0,USED,Automatic,Unleaded,8.1,105628.0,4.0,SUV,4.0,5.0,22999.0,2.5,Silver ,NSW,True,True
MG,2021.0,USED,Automatic,Unleaded,7.3,39147.0,4.0,SUV,4.0,5.0,26990.0,1.5,White ,NSW,True,False
Kia,2011.0,USED,Automatic,Unleaded,7.9,276650.0,4.0,Sedan,4.0,5.0,6990.0,2.0,Brown ,NSW,True,False
Ford,2008.0,USED,Manual,Diesel,9.3,268645.0,4.0,Ute / Tray,2.0,2.0,8990.0,3.0,White ,NSW,False,True
Suzuki,2021.0,USED,Automatic,Unleaded,5.4,19995.0,4.0,Hatchback,4.0,5.0,20990.0,1.4,White ,NSW,True,False
Land,2018.0,USED,Automatic,Diesel,,89628.0,,Wagon,,,40493.0,,White ,NSW,,
Toyota,2012.0,USED,Automatic,Unleaded,,187578.0,,,,,11990.0,,Beige ,NSW,,
Kia,2013.0,USED,Automatic,Unleaded,10.9,191623.0,6.0,Wagon,4.0,8.0,10950.0,3.5,White ,NSW,True,False
Toyota,2021.0,USED,Automatic,Hybrid,4.2,47977.0,4.0,Hatchback,5.0,5.0,29990.0,1.8,White ,NSW,True,False
Ford,2011.0,USED,Automatic,Diesel,,174113.0,,Wagon,,,16888.0,,Grey ,VIC,,
Mazda,2018.0,USED,Automatic,Diesel,6.0,129489.0,4.0,SUV,4.0,5.0,27890.0,2.2,Black ,NSW,True,True
BMW,2022.0,USED,Automatic,Premium,5.9,7378.0,3.0,Hatchback,5.0,5.0,54541.0,1.5,White ,NSW,True,False
Lexus,2017.0,USED,Automatic,Hybrid,4.9,40492.0,4.0,Sedan,4.0,5.0,42999.0,2.5,White ,NSW,False,True
Honda,2017.0,USED,Automatic,Unleaded,6.4,67678.0,4.0,Sedan,4.0,5.0,24999.0,1.8,White ,NSW,True,False
Mitsubishi,2016.0,USED,Manual,Diesel,7.2,150247.0,4.0,Ute / Tray,4.0,5.0,28995.0,2.4,White ,NSW,True,True
Toyota,2022.0,USED,Automatic,Hybrid,4.2,14298.0,4.0,Hatchback,5.0,5.0,34990.0,1.8,White ,NSW,True,False
Subaru,2022.0,USED,Automatic,Unleaded,7.3,10962.0,4.0,SUV,4.0,5.0,51990.0,2.5,Blue ,NSW,True,True
BMW,2012.0,USED,Automatic,Diesel,6.2,98279.0,4.0,SUV,4.0,5.0,14913.0,2.0,Grey ,NSW,True,True
Land,2017.0,USED,Automatic,Diesel,6.2,76381.0,4.0,SUV,4.0,5.0,51997.0,2.0,White ,NSW,True,True
Mitsubishi,2010.0,USED,Automatic,Unleaded,8.3,196642.0,4.0,Hatchback,5.0,5.0,11888.0,2.0,Black ,VIC,True,False
Holden,2008.0,USED,Automatic,Unleaded,11.0,249500.0,6.0,Wagon,4.0,5.0,6999.0,3.6,- ,NSW,False,True
Holden,2009.0,USED,Automatic,Premium,14.6,162159.0,8.0,Sedan,4.0,5.0,17800.0,6.0,Black ,NSW,False,True
Kia,2017.0,USED,Automatic,Unleaded,7.9,182740.0,4.0,SUV,4.0,5.0,17913.0,2.0,Silver ,NSW,True,False
Mitsubishi,2017.0,USED,Automatic,Diesel,7.6,230717.0,4.0,Ute / Tray,4.0,5.0,23513.0,2.4,Blue ,NSW,True,True
Lexus,2017.0,USED,Automatic,Premium,,87809.0,,Coupe,,,49995.0,,Red ,NSW,False,True
Mazda,2009.0,USED,Automatic,Premium,8.9,236530.0,4.0,Hatchback,5.0,5.0,8990.0,2.5,Silver ,NSW,True,False
Toyota,2019.0,USED,Automatic,Diesel,,102621.0,,Wagon,,,105990.0,,White ,NSW,,
Toyota,2007.0,USED,Automatic,Unleaded,9.9,314536.0,6.0,Sedan,4.0,5.0,5950.0,3.5,Silver ,NSW,True,False
Holden,2015.0,USED,Manual,Unleaded,6.8,80387.0,4.0,Hatchback,5.0,5.0,12990.0,1.6,Red ,NSW,True,False
Volkswagen,2023.0,NEW,Automatic,Premium,,15.0,,Wagon,,,69190.0,,Grey ,NSW,,
Toyota,2015.0,USED,Automatic,Unleaded,11.5,229000.0,4.0,Ute / Tray,2.0,3.0,18990.0,2.7,White ,QLD,False,True
Ford,2019.0,USED,Automatic,Diesel,7.1,76202.0,4.0,SUV,4.0,7.0,52990.0,2.0,Silver ,NSW,True,True
Kia,2011.0,USED,Automatic,Unleaded,,132544.0,,,,,10990.0,,Silver ,NSW,True,False
Subaru,2013.0,USED,Automatic,Unleaded,11.6,171525.0,6.0,SUV,4.0,7.0,16990.0,3.6,White ,NSW,True,True
Volkswagen,2023.0,NEW,Automatic,Premium,8.6,5.0,4.0,SUV,4.0,7.0,61490.0,2.0,Silver ,NSW,True,True
Toyota,2018.0,USED,Automatic,Unleaded,10.9,97683.0,4.0,Ute / Tray,2.0,2.0,26490.0,2.7,White ,NSW,False,True
Toyota,2020.0,USED,Automatic,Diesel,8.0,56332.0,4.0,SUV,4.0,7.0,87990.0,2.8,White ,NSW,True,True
Mazda,2021.0,USED,Automatic,Diesel,8.0,34850.0,4.0,Ute / Tray,4.0,5.0,63888.0,3.0,Black ,NSW,True,True
Mazda,2017.0,USED,Automatic,Unleaded,5.8,51037.0,4.0,Hatchback,5.0,5.0,22990.0,2.0,Red ,NSW,True,False
Mazda,2012.0,USED,Automatic,Diesel,9.2,200872.0,5.0,Ute / Tray,4.0,5.0,26986.0,3.2,Silver ,NSW,True,True
Hyundai,2019.0,USED,Automatic,Unleaded,8.3,103010.0,4.0,Sedan,4.0,5.0,21890.0,2.4,Grey ,NSW,True,False
Hyundai,2018.0,USED,Automatic,Unleaded,7.7,76127.0,4.0,SUV,4.0,5.0,29990.0,1.6,White ,NSW,True,True
Mercedes-Benz,2017.0,USED,Automatic,Premium,6.7,83631.0,4.0,Hatchback,5.0,5.0,38999.0,2.0,Black ,NSW,True,False
Toyota,2018.0,USED,Automatic,Diesel,8.5,90003.0,4.0,Ute / Tray,4.0,5.0,41990.0,2.8,White ,NSW,True,True
Volkswagen,2022.0,DEMO,Automatic,Diesel,6.8,4650.0,6.0,SUV,4.0,5.0,123488.0,3.0,Black ,VIC,True,True
Mitsubishi,2023.0,NEW,Automatic,Unleaded,7.7,5.0,4.0,SUV,4.0,7.0,46990.0,2.5,Grey ,NSW,True,False
Isuzu,2019.0,USED,Automatic,Diesel,8.0,126084.0,4.0,SUV,4.0,7.0,36999.0,3.0,White ,NSW,True,False
Suzuki,2016.0,USED,Manual,Unleaded,8.8,70463.0,4.0,SUV,2.0,4.0,27990.0,2.4,White ,NSW,True,True
Honda,1990.0,USED,Automatic,Unleaded,9.5,233543.0,4.0,Coupe,2.0,4.0,4999.0,1.8,Red ,NSW,True,False
Toyota,2015.0,USED,Manual,Diesel,8.3,205902.0,4.0,Ute / Tray,2.0,4.0,32990.0,3.0,White ,NSW,True,True
Toyota,2018.0,USED,Automatic,Diesel,8.5,82798.0,4.0,Ute / Tray,4.0,5.0,49990.0,2.8,White ,NSW,True,True
Audi,2017.0,USED,Automatic,Premium,8.7,72557.0,6.0,SUV,4.0,5.0,54990.0,3.0,Blue ,NSW,True,True
Volkswagen,2022.0,USED,Automatic,Premium,5.4,13075.0,3.0,SUV,4.0,5.0,34990.0,1.0,Grey ,NSW,True,False
Nissan,2023.0,USED,Automatic,Premium,9.8,1126.0,6.0,Coupe,2.0,2.0,84888.0,3.0,Grey ,NSW,False,True
Kia,2005.0,USED,Automatic,Unleaded,11.4,309017.0,6.0,SUV,4.0,5.0,5940.0,2.7,Silver ,NSW,True,True
Audi,2010.0,USED,Automatic,Premium,9.4,172895.0,6.0,Sedan,4.0,5.0,22950.0,3.0,Silver ,NSW,True,True
MG,2020.0,USED,Automatic,Unleaded,7.3,25836.0,4.0,SUV,4.0,5.0,24990.0,1.5,White ,NSW,True,False
Holden,2011.0,USED,Automatic,Diesel,8.1,204095.0,4.0,SUV,4.0,7.0,11990.0,2.2,Grey ,VIC,True,False
Subaru,2017.0,USED,Automatic,Unleaded,8.1,79602.0,4.0,SUV,4.0,5.0,29990.0,2.5,Blue ,NSW,True,True
Toyota,2004.0,USED,Automatic,Unleaded,0.0,417079.0,8.0,SUV,4.0,8.0,14913.0,4.7,Silver ,NSW,True,True
Kia,2018.0,USED,Automatic,Unleaded,10.2,59153.0,6.0,Sedan,4.0,5.0,45980.0,3.3,Black ,NSW,False,True
Volkswagen,2020.0,USED,Automatic,Diesel,,92670.0,,Commercial,,,54999.0,,White ,NSW,,
Toyota,2002.0,USED,Automatic,Diesel,0.0,246100.0,4.0,SUV,4.0,8.0,14990.0,3.0,White ,NSW,True,True
Toyota,2020.0,USED,Automatic,Diesel,8.5,49796.0,4.0,Ute / Tray,4.0,5.0,60990.0,2.8,White ,NSW,True,True
Nissan,2010.0,USED,Manual,Diesel,10.9,397206.0,4.0,SUV,4.0,7.0,17800.0,3.0,Gold ,NSW,True,True
Holden,2019.0,USED,Automatic,Diesel,8.6,75509.0,4.0,Ute / Tray,4.0,5.0,43250.0,2.8,Grey ,NSW,True,True
Hyundai,2023.0,USED,Manual,Unleaded,7.0,18.0,4.0,SUV,4.0,5.0,25990.0,1.6,Blue ,NSW,True,False
Toyota,2019.0,USED,Automatic,,,67843.0,,Ute / Tray,,,57990.0,,White ,NSW,,
Volkswagen,2001.0,USED,Manual,Unleaded,13.4,174486.0,5.0,Commercial,4.0,5.0,6999.0,2.5,White ,NSW,True,False
Mitsubishi,2018.0,USED,Automatic,Unleaded,7.6,92581.0,4.0,SUV,4.0,5.0,22990.0,2.0,Grey ,NSW,True,False
Toyota,2015.0,USED,Automatic,Diesel,9.3,155573.0,4.0,Ute / Tray,4.0,5.0,31913.0,3.0,White ,NSW,True,True
Mazda,2013.0,USED,Automatic,Unleaded,8.2,77541.0,4.0,Sedan,4.0,5.0,16999.0,2.0,Silver ,VIC,True,False
HSV,2010.0,USED,Manual,Premium,15.2,64000.0,8.0,Sedan,4.0,5.0,49988.0,6.2,Grey ,NSW,False,True
BMW,2022.0,USED,Automatic,Diesel,7.2,2256.0,6.0,SUV,4.0,5.0,118888.0,3.0,White ,NSW,True,True
Audi,2013.0,USED,Automatic,Diesel,6.8,106223.0,6.0,SUV,5.0,5.0,29999.0,3.0,Black ,NSW,True,True
Suzuki,2015.0,USED,Manual,Unleaded,7.3,154496.0,4.0,SUV,2.0,4.0,22800.0,1.3,White ,NSW,True,True
Volkswagen,2016.0,USED,Manual,Diesel,7.7,162928.0,4.0,Commercial,2.0,2.0,23913.0,2.0,White ,NSW,True,False
Honda,2023.0,USED,Manual,Premium,8.9,722.0,4.0,Hatchback,4.0,4.0,78800.0,2.0,Black ,NSW,True,False
Haval,2023.0,DEMO,,,,16.0,,Wagon,,,40990.0,,White ,ACT,,
Mazda,2014.0,USED,Automatic,Unleaded,6.4,116199.0,4.0,SUV,4.0,5.0,22890.0,2.0,Red ,NSW,True,False
Subaru,2013.0,USED,Manual,Unleaded,7.2,328514.0,4.0,SUV,4.0,5.0,8800.0,2.0,Green ,NSW,True,True
Ferrari,2019.0,USED,Automatic,Premium,15.3,11480.0,12.0,Coupe,2.0,4.0,579888.0,6.3,Blue ,NSW,True,True
Mercedes-Benz,2018.0,USED,Automatic,Premium,6.5,87700.0,4.0,Sedan,4.0,4.0,46500.0,2.0,- ,NSW,False,True
Volkswagen,2008.0,USED,Manual,Diesel,,265515.0,,Ute / Tray,,,10990.0,,White ,VIC,True,False
Hyundai,2021.0,USED,Automatic,Unleaded,7.4,56229.0,4.0,Hatchback,4.0,5.0,24588.0,2.0,Red ,NSW,True,False
Suzuki,2006.0,USED,Manual,Unleaded,7.0,148067.0,4.0,Hatchback,5.0,5.0,7995.0,1.5,Black ,NSW,True,False
Jaguar,2012.0,USED,Automatic,Premium,8.9,160100.0,4.0,Sedan,4.0,5.0,19990.0,2.0,- ,NSW,False,True
Mitsubishi,2021.0,USED,Automatic,Diesel,8.6,16012.0,4.0,Ute / Tray,4.0,5.0,49990.0,2.4,Silver ,NSW,True,True
Holden,2013.0,USED,Automatic,Unleaded,5.8,147761.0,4.0,Hatchback,5.0,5.0,10990.0,1.2,White ,ACT,True,False
MG,2021.0,USED,Automatic,Unleaded,7.3,21972.0,4.0,SUV,4.0,5.0,24990.0,1.5,White ,NSW,True,False
BMW,2020.0,USED,Automatic,Unleaded,7.4,20501.0,4.0,SUV,4.0,5.0,64880.0,2.0,White ,NSW,False,True
Mercedes-Benz,2016.0,USED,Automatic,Premium,6.4,42679.0,4.0,Sedan,4.0,5.0,51800.0,2.0,Silver ,NSW,False,True
Mazda,2014.0,USED,Automatic,Diesel,9.2,104719.0,5.0,Ute / Tray,4.0,5.0,32990.0,3.2,Silver ,NSW,True,True
Mazda,2017.0,USED,Automatic,Unleaded,5.7,43485.0,4.0,Sedan,4.0,5.0,22670.0,2.0,Red ,ACT,True,False
Volkswagen,2022.0,DEMO,Automatic,Premium,7.7,3650.0,4.0,Hatchback,5.0,5.0,67888.0,2.0,Black ,VIC,True,True
Hyundai,2020.0,USED,Automatic,Diesel,8.8,48891.0,4.0,Commercial,4.0,3.0,41990.0,2.5,White ,NSW,False,True
GWM,2022.0,NEW,Automatic,Premium,9.8,10.0,4.0,SUV,4.0,5.0,41990.0,2.0,White ,NSW,True,True
Holden,2014.0,USED,Automatic,Diesel,8.2,88045.0,4.0,SUV,4.0,5.0,9990.0,2.2,White ,NSW,True,True
Ford,2017.0,USED,Automatic,Diesel,8.8,187148.0,5.0,Ute / Tray,4.0,5.0,31990.0,3.2,White ,NSW,True,True
Kia,2021.0,USED,Automatic,Unleaded,9.6,41021.0,6.0,Wagon,4.0,8.0,47990.0,3.5,Silver ,NSW,True,False
Jeep,2017.0,USED,Manual,Unleaded,11.8,92100.0,6.0,SUV,4.0,5.0,41888.0,3.6,- ,NSW,True,True
Mercedes-Benz,2022.0,USED,Automatic,Premium,10.3,22.0,8.0,Coupe,2.0,4.0,229990.0,4.0,Black ,NSW,False,True
Hyundai,2015.0,USED,Automatic,Unleaded,6.4,148448.0,4.0,Hatchback,5.0,5.0,12888.0,1.6,White ,ACT,True,False
Renault,2023.0,NEW,Automatic,Unleaded,8.3,,4.0,SUV,4.0,5.0,48490.0,2.5,White ,NSW,True,True
Toyota,2021.0,USED,Automatic,Unleaded,7.8,50526.0,4.0,Sedan,4.0,5.0,30990.0,2.5,White ,NSW,True,False
Toyota,2023.0,USED,Automatic,Hybrid,4.8,7.0,4.0,SUV,5.0,5.0,67999.0,2.5,White ,NSW,True,False
Maserati,2018.0,USED,Automatic,Premium,14.3,30130.0,8.0,Coupe,2.0,4.0,179990.0,4.7,Blue ,NSW,False,True
Honda,2015.0,USED,Automatic,Unleaded,8.7,142058.0,4.0,SUV,4.0,5.0,19980.0,2.4,White ,ACT,True,True
Kia,2017.0,USED,Automatic,Diesel,6.8,132215.0,4.0,SUV,4.0,5.0,23990.0,2.0,White ,NSW,True,True
Volkswagen,2016.0,USED,Automatic,Premium,6.0,229964.0,4.0,Commercial,4.0,5.0,18990.0,1.4,White ,NSW,True,False
Audi,2020.0,USED,Automatic,Hybrid,7.0,53932.0,6.0,SUV,4.0,7.0,102880.0,3.0,Black ,NSW,True,True
Kia,2015.0,USED,Automatic,Unleaded,8.8,143210.0,4.0,SUV,4.0,5.0,19990.0,2.0,Brown ,NSW,True,False
Volkswagen,2022.0,DEMO,Automatic,Diesel,9.5,4880.0,6.0,Ute / Tray,4.0,5.0,81888.0,3.0,Blue ,VIC,True,True
Kia,2020.0,USED,Automatic,Unleaded,7.4,52642.0,4.0,Sedan,4.0,5.0,21888.0,2.0,Silver ,NSW,True,False
Porsche,2022.0,USED,,Electric,0.0,2594.0,0.0,Sedan,4.0,4.0,229880.0,,White ,NSW,True,True
Nissan,2015.0,USED,Automatic,Diesel,7.0,121952.0,4.0,Ute / Tray,4.0,5.0,29990.0,2.3,White ,NSW,True,True
Hyundai,2016.0,USED,Automatic,Unleaded,7.3,39899.0,4.0,Hatchback,5.0,5.0,21990.0,1.8,Grey ,ACT,True,False
Holden,2013.0,USED,Manual,Unleaded,6.8,136560.0,4.0,Hatchback,5.0,5.0,8500.0,1.6,Grey ,NSW,True,False
Nissan,2016.0,USED,Automatic,Unleaded,6.9,48062.0,4.0,SUV,4.0,5.0,22990.0,2.0,Black ,NSW,True,False
Kia,2020.0,USED,Automatic,Unleaded,7.4,55889.0,4.0,Hatchback,5.0,5.0,22990.0,2.0,Grey ,NSW,True,False
Toyota,2019.0,USED,Automatic,Diesel,8.0,65623.0,4.0,SUV,4.0,7.0,65995.0,2.8,Grey ,NSW,True,True
BMW,2022.0,USED,Automatic,Premium,6.3,21696.0,4.0,Sedan,4.0,5.0,64950.0,2.0,White ,NSW,False,True
Volkswagen,2017.0,USED,Automatic,Premium,5.4,104296.0,4.0,Hatchback,5.0,5.0,17750.0,1.4,Black ,ACT,True,False
Mercedes-Benz,2013.0,USED,Automatic,Premium,6.6,62390.0,4.0,Hatchback,5.0,5.0,29555.0,2.0,Black ,NSW,True,False
Toyota,2020.0,USED,Automatic,Hybrid,4.7,15250.0,4.0,SUV,5.0,5.0,53885.0,2.5,Silver ,NSW,True,False
Hyundai,2020.0,USED,Automatic,Diesel,6.4,49292.0,4.0,SUV,4.0,5.0,38990.0,2.0,Grey ,NSW,True,True
Volkswagen,2022.0,DEMO,Automatic,Premium,7.3,2243.0,4.0,SUV,4.0,5.0,52488.0,2.0,Grey ,VIC,True,True
Mitsubishi,2016.0,USED,Automatic,Diesel,7.6,144179.0,4.0,Ute / Tray,4.0,5.0,24913.0,2.4,Blue ,NSW,True,True
Mazda,2017.0,USED,Automatic,Unleaded,7.4,112905.0,4.0,SUV,4.0,5.0,29788.0,2.5,White ,NSW,True,True
Hyundai,2005.0,USED,Automatic,Diesel,10.3,282829.0,4.0,SUV,4.0,7.0,6350.0,2.9,Silver ,NSW,True,True
Toyota,2006.0,USED,Automatic,Diesel,9.5,520991.0,4.0,Ute / Tray,4.0,5.0,14900.0,3.0,Gold ,NSW,True,True
Toyota,2023.0,USED,Automatic,Hybrid,3.3,27.0,3.0,Hatchback,5.0,5.0,39990.0,1.5,White ,NSW,True,False
Mercedes-Benz,2020.0,USED,Automatic,Unleaded,7.0,47938.0,4.0,Sedan,4.0,5.0,69988.0,2.0,Black ,NSW,False,True
Hyundai,2010.0,USED,Automatic,Diesel,7.5,165875.0,4.0,SUV,4.0,5.0,11513.0,2.0,Blue ,NSW,True,True
Mitsubishi,2021.0,USED,Automatic,Unleaded,7.6,63960.0,4.0,SUV,4.0,5.0,26888.0,2.0,Silver ,ACT,True,False
Mercedes-Benz,2018.0,USED,Automatic,Premium,7.1,51816.0,4.0,Coupe,2.0,4.0,71800.0,2.0,Black ,NSW,False,True
Volkswagen,2002.0,USED,Manual,Unleaded,13.4,265616.0,5.0,Commercial,2.0,2.0,39990.0,2.5,Silver ,NSW,True,False
Mazda,2016.0,USED,Automatic,Diesel,9.2,193346.0,5.0,Ute / Tray,4.0,5.0,27913.0,3.2,White ,NSW,True,True
Kia,2022.0,USED,Automatic,Unleaded,6.7,13017.0,4.0,SUV,4.0,5.0,22885.0,1.4,Blue ,NSW,True,False
Toyota,2019.0,USED,Automatic,Diesel,8.0,40418.0,4.0,SUV,4.0,7.0,79490.0,2.8,Grey ,NSW,True,True
Volkswagen,2014.0,USED,Automatic,Premium,5.3,61781.0,4.0,Wagon,4.0,5.0,19880.0,1.4,Silver ,NSW,True,False
Volkswagen,2022.0,DEMO,Automatic,Premium,7.3,4220.0,4.0,SUV,4.0,5.0,51990.0,2.0,Blue ,NSW,True,True
Kia,2012.0,USED,Automatic,Unleaded,,153204.0,,Wagon,,,12888.0,,Silver ,VIC,True,False
Land,2019.0,USED,Automatic,Diesel,7.8,57409.0,6.0,SUV,4.0,5.0,97777.0,3.0,Grey ,NSW,True,True
Mitsubishi,2018.0,USED,Manual,Diesel,7.2,93518.0,4.0,Ute / Tray,4.0,5.0,32913.0,2.4,Black ,NSW,True,True
Holden,2011.0,USED,Manual,Unleaded,10.2,169360.0,6.0,Ute / Tray,2.0,2.0,18990.0,3.6,Blue ,NSW,False,True
Kia,2018.0,USED,Automatic,Diesel,7.7,95734.0,4.0,Wagon,4.0,8.0,34990.0,2.2,Silver ,NSW,True,False
Volkswagen,2021.0,USED,Automatic,Diesel,9.5,37041.0,6.0,Ute / Tray,4.0,5.0,62990.0,3.0,White ,NSW,True,True
Mazda,2023.0,NEW,Automatic,Diesel,8.0,7.0,4.0,Ute / Tray,4.0,5.0,64888.0,3.0,Red ,NSW,True,True
Toyota,1998.0,USED,Manual,Diesel,0.0,209031.0,6.0,SUV,2.0,11.0,45950.0,4.2,Red ,NSW,True,True
Holden,2006.0,USED,Automatic,Unleaded,13.5,265010.0,6.0,Ute / Tray,4.0,5.0,10800.0,3.6,Black ,NSW,True,True
Toyota,2017.0,USED,Automatic,Premium,6.4,176046.0,4.0,SUV,4.0,5.0,19800.0,1.2,Red ,NSW,True,False
Volkswagen,2019.0,USED,Automatic,Diesel,7.4,18411.0,6.0,SUV,4.0,5.0,78990.0,3.0,Black ,NSW,True,True
Ford,2022.0,USED,Automatic,Diesel,8.5,20401.0,5.0,SUV,4.0,7.0,59990.0,3.2,White ,NSW,True,True
Hyundai,2022.0,USED,Automatic,Premium,8.2,7237.0,4.0,Sedan,4.0,5.0,54990.0,2.0,White ,NSW,True,False
HSV,2001.0,USED,Automatic,Premium,16.0,156369.0,8.0,Sedan,4.0,5.0,27913.0,5.7,Red ,NSW,False,True
Holden,2015.0,USED,Manual,Unleaded,6.8,118994.0,4.0,Hatchback,5.0,5.0,8999.0,1.6,Blue ,NSW,True,False
Toyota,2022.0,USED,Automatic,Hybrid,4.8,53960.0,4.0,SUV,5.0,5.0,49990.0,2.5,White ,NSW,True,True
Holden,2015.0,USED,Manual,Premium,11.5,32872.0,8.0,Sedan,4.0,5.0,48990.0,6.0,Silver ,NSW,False,True
Mercedes-Benz,2015.0,USED,Automatic,Premium,6.0,47899.0,4.0,Coupe,2.0,4.0,44990.0,2.0,Black ,VIC,False,True
Iveco,2019.0,USED,Automatic,Diesel,0.0,347128.0,4.0,Commercial,2.0,3.0,26950.0,2.3,White ,NSW,False,True
LDV,2020.0,USED,Automatic,Diesel,9.6,57902.0,4.0,Ute / Tray,4.0,5.0,32990.0,2.8,White ,NSW,True,True
Toyota,2020.0,USED,Automatic,Diesel,7.9,72096.0,4.0,SUV,4.0,7.0,61900.0,2.8,White ,NSW,True,True
Ford,2022.0,USED,Automatic,Premium,8.6,13467.0,4.0,SUV,4.0,5.0,41990.0,2.0,White ,NSW,True,False
Mazda,2022.0,DEMO,Automatic,Unleaded,7.5,996.0,4.0,SUV,4.0,5.0,48388.0,2.5,White ,NSW,True,True
Nissan,2007.0,USED,Automatic,Unleaded,,98363.0,,Wagon,,,16900.0,,White ,NSW,False,True
Holden,2014.0,USED,Automatic,Diesel,8.1,178126.0,4.0,SUV,4.0,7.0,11200.0,2.2,White ,NSW,True,True
Chrysler,2017.0,USED,Automatic,Premium,13.0,59700.0,8.0,Sedan,4.0,5.0,71950.0,6.4,Black ,NSW,False,True
Kia,2018.0,USED,Automatic,Diesel,7.2,44446.0,4.0,SUV,4.0,7.0,36777.0,2.2,Black ,NSW,True,True
Volkswagen,2022.0,USED,Automatic,Premium,,4199.0,,Wagon,,,46888.0,,White ,NSW,True,False
Porsche,2003.0,USED,Automatic,Premium,15.7,138332.0,8.0,SUV,4.0,5.0,25880.0,4.5,Black ,NSW,True,True
Ssangyong,2023.0,NEW,Automatic,Diesel,,,,Wagon,,,58585.0,,Black ,NSW,,
Honda,2012.0,USED,Automatic,Unleaded,8.7,62225.0,4.0,SUV,4.0,5.0,21990.0,2.4,Brown ,NSW,True,True
Isuzu,2015.0,USED,Automatic,Diesel,8.1,115004.0,4.0,Ute / Tray,2.0,4.0,29800.0,3.0,White ,NSW,True,True
Ford,2014.0,USED,Manual,Diesel,8.9,210604.0,5.0,Ute / Tray,4.0,4.0,28990.0,3.2,White ,VIC,True,True
Nissan,2018.0,USED,Automatic,Premium,11.7,26500.0,6.0,Coupe,2.0,4.0,248888.0,3.8,Black ,NSW,True,True
Ford,1997.0,USED,Automatic,Unleaded,,49371.0,,Convertible,,,29990.0,,Black ,NSW,False,True
Toyota,2018.0,USED,Manual,Diesel,7.7,130446.0,4.0,Ute / Tray,2.0,2.0,28999.0,2.4,White ,NSW,False,True
Ford,2016.0,USED,Automatic,Diesel,7.5,166987.0,4.0,Ute / Tray,4.0,4.0,24950.0,2.2,White ,NSW,False,True
Volkswagen,2018.0,USED,Automatic,Diesel,8.5,203129.0,4.0,Ute / Tray,2.0,2.0,26800.0,2.0,Silver ,NSW,True,False
MG,2022.0,DEMO,Automatic,Unleaded,7.3,15.0,4.0,SUV,4.0,5.0,30690.0,1.5,Black ,NSW,True,False
BMW,2018.0,USED,Automatic,Premium,6.3,67098.0,3.0,SUV,4.0,5.0,34800.0,1.5,Gold ,NSW,True,False
Toyota,2013.0,USED,Automatic,Unleaded,7.4,123189.0,4.0,SUV,4.0,5.0,19000.0,2.0,White ,NSW,True,False
Subaru,2006.0,USED,Automatic,Unleaded,9.7,257874.0,4.0,SUV,4.0,5.0,5995.0,2.5,White ,NSW,True,True
BMW,2022.0,USED,Automatic,Premium,,4140.0,,Coupe,,,79480.0,,Purple ,NSW,False,True
Toyota,2019.0,USED,Automatic,Diesel,9.5,68604.0,8.0,SUV,4.0,7.0,114999.0,4.5,Silver ,NSW,True,True
