Brand,Year,UsedOrNew,Transmission,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineVolume,ExtCol,State,DriveFront,DriveRear
Kia,2020.0,USED,Automatic,Diesel,6.1,56385.0,4.0,SUV,4.0,7.0,56990.0,2.2,White ,NSW,True,True
Nissan,2019.0,USED,Automatic,Unleaded,8.3,97660.0,4.0,SUV,4.0,5.0,27888.0,2.5,Silver ,NSW,True,True
BMW,2010.0,USED,Automatic,Unleaded,,184103.0,,,,,18999.0,,Black ,NSW,,
Toyota,2018.0,USED,Automatic,Unleaded,8.3,63399.0,4.0,Sedan,4.0,5.0,38990.0,2.5,White ,NSW,True,False
Skoda,2022.0,NEW,Automatic,Premium,5.0,18.0,3.0,SUV,4.0,5.0,37990.0,1.0,Red ,NSW,True,False
Fiat,2018.0,USED,Automatic,Diesel,,24355.0,,Commercial,,,38888.0,,Yellow ,NSW,True,False
Holden,2011.0,USED,Automatic,Unleaded,9.1,181590.0,4.0,SUV,4.0,7.0,10990.0,2.4,Silver ,NSW,True,False
Holden,2014.0,USED,Automatic,Diesel,9.1,158262.0,4.0,Ute / Tray,4.0,5.0,25990.0,2.8,White ,NSW,True,True
Audi,2009.0,USED,Manual,Unleaded,,172149.0,,Convertible,,,11999.0,,Grey ,NSW,True,False
Isuzu,2019.0,USED,Manual,Diesel,8.1,76027.0,4.0,Ute / Tray,4.0,5.0,48990.0,3.0,White ,NSW,True,True
Honda,2018.0,USED,Automatic,Unleaded,7.4,88253.0,4.0,SUV,4.0,5.0,28679.0,1.5,White ,NSW,True,True
Jeep,2014.0,USED,Automatic,Diesel,7.5,217308.0,6.0,SUV,4.0,5.0,18990.0,3.0,White ,NSW,True,True
Ford,2022.0,NEW,Automatic,Premium,,200.0,,Ute / Tray,5.0,,194990.0,,White ,NSW,,
Hyundai,2023.0,DEMO,Automatic,Diesel,7.3,16.0,4.0,SUV,4.0,7.0,76350.0,2.2,Black ,NSW,True,True
Toyota,2014.0,USED,Automatic,Unleaded,10.6,134554.0,6.0,SUV,4.0,7.0,26880.0,3.5,White ,NSW,True,True
Toyota,2022.0,USED,Automatic,Premium,6.4,92.0,4.0,SUV,4.0,5.0,38990.0,1.2,White ,NSW,True,False
Kia,2020.0,USED,Automatic,Unleaded,7.9,58374.0,4.0,SUV,4.0,5.0,30990.0,2.0,White ,NSW,True,False
Nissan,2014.0,USED,Manual,Premium,6.0,61783.0,4.0,SUV,4.0,5.0,14950.0,1.6,Grey ,NSW,True,False
Mazda,2023.0,NEW,,Unleaded,,,,Wagon,,,,,White ,NSW,,
Suzuki,2022.0,DEMO,Automatic,Premium,6.2,4072.0,4.0,SUV,4.0,5.0,39990.0,1.4,Silver ,NSW,True,True
Mercedes-Benz,2013.0,USED,Automatic,Diesel,5.1,81766.0,4.0,Sedan,4.0,5.0,22990.0,2.1,Grey ,NSW,False,True
Land,2020.0,USED,Automatic,Premium,12.8,24851.0,8.0,SUV,4.0,5.0,219990.0,5.0,Grey ,NSW,True,True
Holden,2013.0,USED,Automatic,Diesel,8.9,275332.0,4.0,Ute / Tray,2.0,2.0,12990.0,2.8,White ,NSW,False,True
Toyota,2004.0,USED,Automatic,Unleaded,7.8,236450.0,4.0,Wagon,4.0,5.0,6999.0,1.8,- ,NSW,True,False
Hyundai,2023.0,NEW,Automatic,Unleaded,8.1,16.0,4.0,SUV,4.0,5.0,52200.0,2.0,Silver ,NSW,True,False
Mazda,2023.0,NEW,,Unleaded,,12.0,,Wagon,,,43294.0,,White ,NSW,,
Volkswagen,2011.0,USED,Manual,Premium,6.4,218850.0,4.0,Hatchback,5.0,5.0,8990.0,1.2,White ,NSW,True,False
Mitsubishi,2018.0,USED,Automatic,Diesel,7.6,42160.0,4.0,Ute / Tray,4.0,5.0,42990.0,2.4,Black ,NSW,True,True
Ssangyong,2023.0,NEW,Automatic,Diesel,8.7,8.0,4.0,SUV,4.0,7.0,56585.0,2.2,White ,NSW,True,True
Mazda,2023.0,NEW,,Unleaded,,,,Hatchback,,,,,Grey ,NSW,,
Mazda,2023.0,NEW,,Unleaded,,,,Wagon,,,,,White ,NSW,,
Suzuki,2022.0,DEMO,,Unleaded,,248.0,,Hatchback,,,43990.0,,Grey ,NSW,,
Suzuki,2022.0,NEW,Automatic,Premium,4.9,5.0,4.0,SUV,4.0,4.0,26990.0,1.2,Green ,NSW,True,False
Mazda,2023.0,NEW,Automatic,Unleaded,6.3,7.0,4.0,SUV,4.0,5.0,36521.0,2.0,White ,NSW,True,False
Hyundai,2023.0,NEW,Automatic,Diesel,6.1,16.0,4.0,SUV,4.0,7.0,65750.0,2.2,Silver ,NSW,True,True
Mazda,2023.0,NEW,,Unleaded,,,,Wagon,,,,,Silver ,NSW,,
Holden,2015.0,USED,Automatic,Diesel,9.4,212371.0,4.0,SUV,4.0,7.0,21990.0,2.8,Silver ,NSW,True,True
Hyundai,2022.0,NEW,Automatic,Diesel,6.1,16.0,4.0,SUV,4.0,7.0,52485.0,2.2,Blue ,NSW,True,True
LDV,2022.0,NEW,,Diesel,,5.0,,Wagon,,,51990.0,,- ,NSW,,
Subaru,2012.0,USED,Automatic,Unleaded,7.1,173365.0,4.0,SUV,4.0,5.0,12990.0,2.0,Grey ,NSW,True,True
Mazda,2022.0,DEMO,Automatic,Unleaded,7.5,12.0,4.0,SUV,4.0,5.0,43771.0,2.5,Red ,NSW,True,False
Mitsubishi,2023.0,NEW,Automatic,Diesel,8.6,10.0,4.0,Ute / Tray,4.0,5.0,65790.0,2.4,Grey ,NSW,True,True
Mazda,2017.0,USED,Manual,Diesel,7.6,190081.0,4.0,Ute / Tray,2.0,3.0,15980.0,2.2,Silver ,NSW,False,True
Mitsubishi,2019.0,USED,Automatic,Unleaded,7.2,57520.0,4.0,SUV,4.0,7.0,29990.0,2.4,Silver ,NSW,True,False
Volkswagen,2014.0,USED,Manual,Diesel,,195481.0,,,,,19800.0,,White ,NSW,,
Hyundai,2022.0,DEMO,Automatic,Diesel,6.1,16.0,4.0,SUV,4.0,7.0,72635.0,2.2,Silver ,NSW,True,True
Kia,2019.0,USED,Automatic,Unleaded,7.9,63776.0,4.0,SUV,4.0,5.0,29990.0,2.0,Grey ,NSW,True,False
Ford,2016.0,USED,Manual,Diesel,6.9,134107.0,4.0,Ute / Tray,4.0,5.0,22990.0,2.2,White ,NSW,False,True
Mazda,2023.0,NEW,Automatic,Unleaded,7.6,8.0,4.0,Wagon,4.0,5.0,57042.0,2.5,Grey ,NSW,True,False
Mazda,2022.0,NEW,Automatic,Unleaded,8.8,7.0,4.0,SUV,4.0,7.0,62777.0,2.5,Red ,NSW,True,True
Mitsubishi,2017.0,USED,Automatic,Diesel,7.6,225411.0,4.0,Ute / Tray,4.0,5.0,23990.0,2.4,White ,NSW,True,True
Audi,2018.0,USED,Automatic,Diesel,5.8,51509.0,6.0,SUV,4.0,7.0,69990.0,3.0,Black ,NSW,True,True
Mazda,2022.0,DEMO,Automatic,Unleaded,8.8,8.0,4.0,SUV,4.0,7.0,74666.0,2.5,Grey ,NSW,True,True
Toyota,1998.0,USED,Automatic,Unleaded,15.0,,6.0,SUV,4.0,8.0,8990.0,3.4,Green ,NSW,True,True
Holden,2005.0,USED,Manual,Unleaded,0.0,353047.0,6.0,Ute / Tray,2.0,2.0,9990.0,3.5,White ,NSW,False,True
Mercedes-Benz,2018.0,USED,Automatic,Diesel,,230473.0,,Commercial,,,29990.0,,White ,NSW,False,True
Nissan,2016.0,USED,Manual,Diesel,6.5,142322.0,4.0,Ute / Tray,4.0,5.0,38888.0,2.3,White ,NSW,True,True
Mazda,2013.0,USED,Manual,Diesel,8.4,263908.0,4.0,Ute / Tray,2.0,3.0,10990.0,2.2,White ,NSW,False,True
Toyota,2013.0,USED,Automatic,Unleaded,11.5,20012.0,4.0,Ute / Tray,2.0,3.0,24990.0,2.7,Blue ,NSW,False,True
Ram,2022.0,NEW,Automatic,Unleaded,,50.0,,Ute / Tray,5.0,,164990.0,,White ,NSW,,
Volvo,2019.0,USED,Automatic,Diesel,5.4,59608.0,4.0,SUV,4.0,5.0,47888.0,2.0,White ,NSW,True,True
Ford,2007.0,USED,Automatic,Unleaded,12.8,196000.0,6.0,SUV,4.0,5.0,5888.0,4.0,Black ,NSW,False,True
Mazda,2023.0,NEW,,Diesel,,,,Ute / Tray,,,,,Black ,NSW,,
Mitsubishi,2016.0,USED,Automatic,Diesel,9.0,119446.0,4.0,SUV,4.0,7.0,34990.0,3.2,White ,NSW,True,True
Holden,2012.0,USED,Automatic,Diesel,9.1,173587.0,4.0,Ute / Tray,4.0,5.0,28990.0,2.8,Blue ,NSW,True,True
Mazda,2023.0,NEW,Automatic,Diesel,8.0,6.0,4.0,Ute / Tray,4.0,5.0,64567.0,3.0,Black ,NSW,True,True
Toyota,2020.0,USED,Manual,Diesel,7.4,37826.0,4.0,Ute / Tray,4.0,5.0,64888.0,2.8,White ,NSW,True,True
Mitsubishi,2023.0,NEW,Automatic,Diesel,8.6,,4.0,Ute / Tray,4.0,5.0,52900.0,2.4,White ,NSW,True,True
Ford,2016.0,USED,Automatic,Diesel,9.0,80155.0,5.0,Ute / Tray,4.0,5.0,49990.0,3.2,Orange ,NSW,True,True
Toyota,2019.0,USED,Automatic,Unleaded,12.0,26091.0,6.0,Commercial,4.0,2.0,42981.0,3.5,White ,ACT,False,True
Mitsubishi,2017.0,USED,Automatic,Unleaded,7.4,99995.0,4.0,SUV,4.0,5.0,20990.0,2.0,Silver ,ACT,True,False
Mazda,2015.0,USED,Automatic,Unleaded,6.0,161602.0,4.0,Sedan,4.0,5.0,19900.0,2.5,Red ,NSW,True,False
Porsche,2016.0,USED,Automatic,Diesel,8.3,100518.0,8.0,SUV,4.0,5.0,78830.0,4.1,Black ,ACT,True,True
Hyundai,2023.0,NEW,Automatic,Unleaded,8.1,20.0,4.0,SUV,4.0,5.0,37490.0,2.0,Silver ,ACT,True,False
Nissan,2000.0,NEW,,,,,,Wagon,,,47390.0,,Blue ,ACT,,
Audi,2019.0,USED,Automatic,Premium,7.7,29146.0,6.0,Hatchback,5.0,4.0,69900.0,3.0,Blue ,ACT,True,True
GWM,2023.0,NEW,Automatic,Premium,9.8,20.0,4.0,SUV,4.0,5.0,35985.0,2.0,Red ,ACT,True,False
Jeep,2022.0,NEW,Automatic,Diesel,,25.0,,SUV,,,56470.0,,- ,ACT,,
Hyundai,2023.0,NEW,Automatic,Unleaded,8.1,5.0,4.0,SUV,4.0,5.0,41990.0,2.0,White ,ACT,True,False
Toyota,2019.0,USED,Automatic,Diesel,8.6,128424.0,4.0,SUV,4.0,7.0,44500.0,2.8,- ,NSW,True,True
BMW,2008.0,USED,Automatic,Diesel,6.7,97025.0,4.0,Sedan,4.0,5.0,15990.0,2.0,- ,ACT,False,True
Kia,2022.0,DEMO,,,,2376.0,,Coupe,,,71390.0,,Grey ,ACT,,
Fiat,2022.0,NEW,,,,25.0,,Hatchback,,,29995.0,,- ,ACT,,
Nissan,2000.0,NEW,,,,6.0,,Wagon,,,38612.0,,Grey ,ACT,,
GWM,2023.0,NEW,Automatic,Premium,8.1,20.0,4.0,SUV,4.0,5.0,28490.0,1.5,White ,ACT,True,False
Jeep,2020.0,USED,Automatic,Unleaded,11.2,39604.0,6.0,Ute / Tray,4.0,5.0,64830.0,3.6,Black ,ACT,True,True
Alfa,2021.0,USED,Automatic,Premium,7.0,2100.0,4.0,SUV,4.0,5.0,76830.0,2.0,Blue ,ACT,True,True
Nissan,2000.0,NEW,,,,,,Hatchback,,,50990.0,,White ,ACT,,
GWM,2022.0,DEMO,Automatic,Diesel,9.4,21.0,4.0,Ute / Tray,4.0,5.0,41985.0,2.0,Grey ,ACT,True,True
Holden,2009.0,USED,Automatic,Premium,14.6,210183.0,8.0,Wagon,4.0,5.0,26599.0,6.0,Blue ,ACT,False,True
Toyota,2006.0,USED,Automatic,Diesel,9.5,273520.0,4.0,Ute / Tray,4.0,5.0,18049.0,3.0,White ,ACT,True,True
Mitsubishi,2008.0,USED,Manual,Unleaded,11.0,221455.0,4.0,Commercial,2.0,2.0,8549.0,2.4,White ,ACT,False,True
Mercedes-Benz,2017.0,USED,Automatic,Premium,5.7,31467.0,4.0,SUV,4.0,5.0,36830.0,1.6,Grey ,ACT,True,False
Hyundai,2010.0,USED,Automatic,Diesel,6.0,151648.0,4.0,Hatchback,5.0,5.0,11990.0,1.6,White ,ACT,True,False
Volkswagen,2016.0,USED,Manual,Diesel,7.9,145488.0,4.0,Ute / Tray,4.0,5.0,26599.0,2.0,White ,ACT,True,True
BMW,2019.0,USED,Automatic,Premium,10.6,66679.0,6.0,SUV,5.0,5.0,94830.0,3.0,White ,ACT,True,True
Fiat,2022.0,NEW,,,,22.0,,Hatchback,,,26995.0,,Red ,ACT,,
Audi,2016.0,USED,Automatic,Diesel,6.8,75457.0,6.0,SUV,5.0,5.0,49888.0,3.0,Black ,ACT,True,True
Mercedes-Benz,2018.0,USED,Automatic,Premium,7.0,58846.0,4.0,Wagon,4.0,5.0,45830.0,2.0,Silver ,ACT,True,True
Land,2022.0,USED,Automatic,Premium,9.9,17261.0,6.0,SUV,5.0,5.0,130569.0,3.0,Black ,ACT,True,True
Suzuki,2022.0,USED,Automatic,Unleaded,6.9,33.0,4.0,SUV,2.0,4.0,44990.0,1.5,White ,NSW,True,True
Volkswagen,2023.0,NEW,Automatic,Unleaded,,11.0,,SUV,,,33600.0,,Blue ,NSW,,
Holden,2015.0,USED,Automatic,,,96853.0,,Wagon,,,18888.0,,White ,NSW,,
Volkswagen,2022.0,NEW,Automatic,Premium,8.1,24.0,4.0,Wagon,4.0,5.0,69990.0,2.0,Black ,NSW,True,True
LDV,2022.0,NEW,Automatic,Diesel,,10.0,,Ute / Tray,,,38990.0,,White ,NSW,,
Volkswagen,2013.0,USED,Automatic,,,91718.0,,Hatchback,,,24888.0,,Red ,NSW,,
Subaru,2018.0,USED,Automatic,Unleaded,8.1,39824.0,4.0,SUV,4.0,5.0,35990.0,2.5,Brown ,NSW,True,True
Suzuki,2022.0,DEMO,Automatic,Unleaded,,5921.0,,SUV,,,31490.0,,Blue ,NSW,,
Kia,2019.0,USED,Automatic,Unleaded,7.4,24392.0,4.0,Sedan,4.0,5.0,23930.0,2.0,White ,NSW,True,False
MG,2022.0,NEW,Automatic,Unleaded,,38.0,,Hatchback,,,20990.0,,Silver ,NSW,,
Kia,2022.0,DEMO,Automatic,,,25.0,,SUV,,,45990.0,,White ,NSW,,
Hyundai,2023.0,DEMO,Manual,Unleaded,,11.0,,,,,,,White ,NSW,,
Holden,2016.0,USED,Automatic,Diesel,9.4,160050.0,4.0,SUV,4.0,7.0,29990.0,2.8,Silver ,NSW,True,True
Jeep,2023.0,NEW,Automatic,Unleaded,12.4,10.0,6.0,Ute / Tray,4.0,5.0,91888.0,3.6,Green ,NSW,True,True
Kia,2022.0,NEW,Automatic,Unleaded,,5.0,,SUV,,,,,Blue ,NSW,,
Hyundai,2023.0,NEW,Automatic,Diesel,,13.0,,SUV,,,58490.0,,White ,NSW,,
Mitsubishi,2007.0,USED,Manual,Unleaded,10.9,296841.0,4.0,Ute / Tray,4.0,5.0,8750.0,2.4,White ,NSW,False,True
Infiniti,2015.0,USED,Automatic,Diesel,5.2,95003.0,4.0,Sedan,4.0,5.0,24990.0,2.1,Blue ,NSW,False,True
Honda,2019.0,USED,Automatic,Unleaded,6.0,43996.0,4.0,Sedan,4.0,5.0,33990.0,1.5,Red ,NSW,True,False
Nissan,2016.0,USED,Automatic,Diesel,7.1,85438.0,4.0,Ute / Tray,4.0,5.0,36990.0,2.3,Black ,NSW,True,True
LDV,2023.0,NEW,Automatic,Diesel,9.3,14.0,4.0,Ute / Tray,4.0,5.0,,2.0,Orange ,NSW,True,True
Mahindra,2022.0,NEW,Automatic,Diesel,9.3,14.0,4.0,Ute / Tray,4.0,5.0,39490.0,2.2,Grey ,NSW,True,True
Ssangyong,2022.0,NEW,Automatic,Diesel,,9.0,,Ute / Tray,,,,,Black ,NSW,,
LDV,2023.0,NEW,Automatic,Unleaded,10.2,9.0,4.0,SUV,4.0,7.0,,2.0,White ,NSW,False,True
Suzuki,2022.0,NEW,Automatic,Unleaded,4.8,,4.0,Hatchback,5.0,5.0,28085.0,1.2,Silver ,NSW,True,False
Ford,2016.0,USED,Automatic,,,108352.0,,Ute / Tray,,,36990.0,,White ,NSW,,
Ford,2020.0,USED,Automatic,,,114403.0,,Ute / Tray,,,41750.0,,White ,NSW,,
Suzuki,2014.0,USED,Automatic,Unleaded,6.1,93749.0,4.0,Hatchback,5.0,5.0,18999.0,1.6,Red ,NSW,True,False
Hyundai,2015.0,USED,Automatic,Unleaded,7.9,92316.0,4.0,SUV,4.0,5.0,23990.0,2.0,Grey ,NSW,True,False
Mitsubishi,2016.0,USED,Manual,,,212604.0,,Ute / Tray,,,17990.0,,Grey ,NSW,,
Holden,2018.0,USED,Automatic,,,58268.0,,Ute / Tray,,,38750.0,,White ,NSW,,
Isuzu,2015.0,USED,Automatic,,,144662.0,,Ute / Tray,,,32990.0,,White ,NSW,,
Ford,2010.0,USED,Manual,Diesel,4.4,129853.0,4.0,Hatchback,5.0,5.0,7990.0,1.6,Blue ,NSW,True,False
Nissan,2017.0,USED,Automatic,Premium,9.9,22308.0,6.0,SUV,4.0,7.0,34999.0,3.5,Black ,NSW,True,False
Isuzu,2022.0,USED,Automatic,Diesel,7.8,27079.0,4.0,SUV,4.0,7.0,59990.0,3.0,Silver ,NSW,True,False
GWM,2022.0,DEMO,Automatic,Unleaded,7.5,29.0,4.0,SUV,4.0,5.0,40990.0,2.0,Blue ,NSW,True,False
BMW,2021.0,USED,Automatic,Premium,5.9,23956.0,3.0,Hatchback,5.0,5.0,47890.0,1.5,White ,NSW,True,False
Mazda,2022.0,USED,Automatic,Unleaded,6.3,44102.0,4.0,SUV,4.0,5.0,24999.0,2.0,Red ,NSW,True,False
Subaru,2018.0,USED,Automatic,Unleaded,7.4,226169.0,4.0,SUV,4.0,5.0,21999.0,2.5,Silver ,NSW,True,True
GWM,2022.0,DEMO,Automatic,Diesel,9.4,22.0,4.0,Ute / Tray,4.0,5.0,43085.0,2.0,Blue ,NSW,True,True
Nissan,2015.0,USED,Automatic,Diesel,5.3,156574.0,4.0,SUV,4.0,5.0,19999.0,1.6,Silver ,NSW,True,False
GWM,2022.0,NEW,Automatic,Hybrid,5.0,10.0,4.0,SUV,4.0,5.0,40895.0,1.5,White ,NSW,True,False
Nissan,2022.0,USED,Automatic,Unleaded,,18812.0,,Wagon,,,35999.0,,Silver ,NSW,,
Holden,2018.0,USED,Automatic,Diesel,9.1,245234.0,4.0,Ute / Tray,4.0,5.0,31999.0,2.8,White ,NSW,True,True
Subaru,2020.0,USED,Automatic,Unleaded,7.0,51282.0,4.0,SUV,4.0,5.0,33990.0,2.0,Grey ,VIC,True,True
Toyota,2019.0,USED,Manual,Diesel,10.7,74244.0,8.0,Ute / Tray,2.0,2.0,89990.0,4.5,Silver ,VIC,True,True
Isuzu,2015.0,USED,Manual,,,135448.0,,Ute / Tray,,,23990.0,,White ,NSW,,
Mazda,2019.0,USED,Manual,Diesel,9.7,105990.0,5.0,Ute / Tray,2.0,3.0,38990.0,3.2,White ,VIC,True,True
Volkswagen,2022.0,USED,Automatic,Premium,5.8,1589.0,4.0,Hatchback,5.0,5.0,59990.0,2.0,Silver ,VIC,True,False
Kia,2015.0,USED,Automatic,Diesel,7.8,190435.0,4.0,SUV,4.0,7.0,23990.0,2.2,Grey ,VIC,True,True
Lexus,2016.0,USED,Automatic,Premium,9.4,84766.0,6.0,Coupe,2.0,4.0,49990.0,3.5,Black ,VIC,False,True
Ford,2016.0,USED,Automatic,Diesel,8.5,86123.0,5.0,SUV,4.0,7.0,47990.0,3.2,White ,VIC,True,True
Mercedes-Benz,2007.0,USED,Automatic,Premium,11.1,102269.0,6.0,Convertible,2.0,2.0,25990.0,3.5,Black ,VIC,False,True
Toyota,2020.0,USED,,Unleaded,,167229.0,,Wagon,,,32990.0,,White ,VIC,True,False
Hyundai,2019.0,USED,Automatic,Unleaded,8.3,116362.0,4.0,Sedan,4.0,5.0,20872.0,2.4,White ,VIC,True,False
Toyota,2012.0,USED,Automatic,Unleaded,,115666.0,,Commercial,9.0,,23990.0,,White ,NSW,False,True
Toyota,2006.0,USED,Automatic,Diesel,8.4,204140.0,4.0,Commercial,4.0,3.0,24990.0,2.5,White ,NSW,False,True
Toyota,1997.0,USED,Automatic,Diesel,,197728.0,,Commercial,2.0,,21990.0,,Bronze ,NSW,,
Toyota,2014.0,USED,Automatic,Diesel,,130447.0,,Commercial,8.0,,37990.0,,White ,NSW,,
Ram,2022.0,NEW,Automatic,Hybrid,12.2,41.0,8.0,Ute / Tray,4.0,5.0,159990.0,5.7,Silver ,NSW,True,True
Volkswagen,2022.0,NEW,Automatic,Unleaded,,13.0,,Wagon,,,36545.0,,Grey ,NSW,,
Mazda,2022.0,NEW,Automatic,Unleaded,6.6,4.0,4.0,Hatchback,5.0,5.0,41638.0,2.5,Red ,NSW,True,False
Ram,2022.0,NEW,Automatic,Unleaded,,47.0,,Ute / Tray,,,109990.0,,Red ,NSW,,
Toyota,2012.0,USED,Automatic,Unleaded,,127000.0,,Commercial,9.0,,23990.0,,White ,NSW,False,True
Toyota,2015.0,USED,Automatic,Diesel,,138410.0,,Commercial,5.0,,29990.0,,Burgundy ,NSW,False,True
Volkswagen,2022.0,DEMO,Automatic,Diesel,,23.0,,Ute / Tray,,,91000.0,,White ,NSW,,
Toyota,2010.0,USED,Automatic,Unleaded,,134782.0,,Wagon,6.0,,18990.0,,Grey ,NSW,True,False
Daihatsu,1990.0,USED,Manual,Unleaded,,28647.0,,Ute / Tray,2.0,,9990.0,,Blue ,NSW,,
Mitsubishi,2002.0,USED,Automatic,Unleaded,,174356.0,,Commercial,8.0,,17990.0,,Grey ,NSW,,
Nissan,2011.0,USED,Automatic,Diesel,9.0,218124.0,4.0,SUV,4.0,7.0,14990.0,2.5,Silver ,QLD,True,True
Mazda,2022.0,NEW,Automatic,Unleaded,7.5,3.0,4.0,SUV,4.0,5.0,49452.0,2.5,Red ,NSW,True,True
Ford,2017.0,USED,Automatic,Diesel,,125342.0,,SUV,,,46990.0,,Silver ,VIC,False,True
Ford,2019.0,USED,Automatic,Diesel,8.2,102247.0,4.0,Ute / Tray,4.0,5.0,58990.0,2.0,White ,NSW,True,True
Ford,2018.0,USED,Automatic,Diesel,8.7,106441.0,5.0,Ute / Tray,4.0,4.0,46950.0,3.2,Grey ,VIC,True,True
Hyundai,2019.0,USED,Automatic,Diesel,8.8,44325.0,4.0,Commercial,4.0,3.0,39950.0,2.5,White ,VIC,False,True
Hyundai,2012.0,USED,Manual,Unleaded,7.6,195331.0,4.0,Hatchback,5.0,5.0,9419.0,2.0,Silver ,VIC,True,False
Mitsubishi,2017.0,USED,Automatic,Unleaded,6.6,138644.0,4.0,SUV,4.0,7.0,23990.0,2.0,Silver ,VIC,True,False
Hyundai,2017.0,USED,Automatic,Unleaded,7.7,76810.0,4.0,SUV,4.0,5.0,32888.0,1.6,Black ,VIC,True,True
Mitsubishi,2021.0,USED,Manual,Diesel,7.9,15500.0,4.0,Ute / Tray,4.0,5.0,44999.0,2.4,Grey ,VIC,True,True
Nissan,2019.0,USED,Automatic,Premium,9.9,64246.0,6.0,SUV,4.0,7.0,35990.0,3.5,White ,VIC,True,False
Toyota,2013.0,USED,Manual,Premium,7.8,40000.0,4.0,Coupe,2.0,4.0,27980.0,2.0,White ,VIC,False,True
Volkswagen,2022.0,NEW,Automatic,Premium,7.2,16.0,4.0,SUV,4.0,5.0,54380.0,2.0,Red ,QLD,True,True
Honda,2012.0,USED,Automatic,Unleaded,8.7,133911.0,4.0,SUV,4.0,5.0,18988.0,2.4,Grey ,VIC,True,True
Honda,2018.0,USED,Automatic,Unleaded,7.0,76955.0,4.0,SUV,4.0,5.0,29988.0,1.5,Silver ,VIC,True,False
Toyota,2007.0,USED,Automatic,Unleaded,9.9,149000.0,6.0,Sedan,4.0,5.0,9990.0,3.5,Black ,VIC,True,False
Holden,2011.0,USED,Manual,Unleaded,9.8,93413.0,6.0,Sedan,4.0,5.0,19800.0,3.6,Black ,VIC,False,True
Nissan,2007.0,USED,Automatic,Unleaded,,123979.0,,Wagon,,,17690.0,,Black ,VIC,False,True
Toyota,2012.0,USED,Automatic,Unleaded,11.6,130895.0,6.0,SUV,4.0,7.0,24999.0,3.5,Silver ,VIC,True,True
Nissan,2003.0,USED,Automatic,Unleaded,,78672.0,,Wagon,,,15690.0,,Brown ,VIC,,
Subaru,2005.0,USED,Manual,Unleaded,11.6,152262.0,4.0,Sedan,4.0,5.0,35000.0,2.5,Blue ,VIC,True,True
Kia,2016.0,USED,Automatic,Unleaded,7.1,45847.0,4.0,Hatchback,5.0,5.0,19500.0,2.0,White ,VIC,True,False
Hyundai,2018.0,USED,Automatic,Unleaded,7.4,94766.0,4.0,Hatchback,4.0,5.0,20990.0,2.0,Grey ,VIC,True,False
Hyundai,2012.0,USED,Manual,Unleaded,8.5,142287.0,4.0,SUV,4.0,5.0,10888.0,2.0,Green ,VIC,True,False
Suzuki,2021.0,USED,Automatic,Unleaded,6.9,33000.0,4.0,SUV,2.0,4.0,40988.0,1.5,Grey ,VIC,True,True
Kia,2022.0,USED,Automatic,Hybrid,4.0,3085.0,4.0,SUV,4.0,5.0,59888.0,1.6,Grey ,VIC,True,False
Kia,2019.0,USED,Automatic,Unleaded,7.4,62339.0,4.0,Hatchback,5.0,5.0,28990.0,2.0,Grey ,VIC,True,False
Toyota,2007.0,USED,Automatic,Unleaded,7.4,260827.0,4.0,Sedan,4.0,5.0,7800.0,1.8,- ,VIC,True,False
Toyota,2008.0,USED,Automatic,,,99580.0,,,,,24000.0,,Silver ,VIC,False,True
Honda,2022.0,USED,Automatic,Unleaded,7.0,2081.0,4.0,SUV,4.0,5.0,40988.0,1.5,Grey ,VIC,True,False
Toyota,2021.0,USED,Automatic,Diesel,7.9,47006.0,4.0,SUV,4.0,7.0,88888.0,2.8,Silver ,VIC,True,True
BMW,2017.0,USED,Automatic,Premium,6.6,75532.0,4.0,SUV,4.0,5.0,32888.0,2.0,Black ,VIC,True,True
Mazda,2015.0,USED,Automatic,Unleaded,11.0,113000.0,6.0,SUV,4.0,7.0,24705.0,3.7,Black ,VIC,True,False
Mercedes-Benz,2016.0,USED,Automatic,Diesel,5.6,68057.0,6.0,Sedan,4.0,5.0,66800.0,3.0,Black ,VIC,False,True
Holden,2015.0,USED,Automatic,Unleaded,,158210.0,,Hatchback,,,14627.0,,Grey ,VIC,True,False
Ford,2020.0,USED,Manual,Premium,13.0,18936.0,8.0,Hatchback,2.0,4.0,79990.0,5.0,Black ,VIC,False,True
Alfa,2012.0,USED,Automatic,Diesel,8.0,199379.0,5.0,Wagon,4.0,5.0,12990.0,2.4,Black ,VIC,True,False
Honda,2021.0,USED,Automatic,Unleaded,7.4,11109.0,4.0,SUV,4.0,5.0,48990.0,1.5,Silver ,VIC,True,True
Holden,2012.0,USED,Automatic,Unleaded,6.9,86230.0,4.0,Sedan,4.0,5.0,8990.0,1.4,Blue ,VIC,True,False
Toyota,1998.0,USED,Automatic,Unleaded,9.5,308344.0,4.0,SUV,2.0,4.0,8999.0,2.0,Blue ,VIC,True,True
Holden,2017.0,USED,Automatic,Unleaded,12.9,42622.0,8.0,Sedan,4.0,5.0,79990.0,6.2,Grey ,VIC,False,True
Hyundai,2023.0,NEW,Automatic,Unleaded,,10.0,,Wagon,,,44771.0,,Grey ,VIC,True,False
